1107,Original,颜料桶 (Paint Bucket),Debuff,泼洒颜料;改变敌人属性(红=火易伤/蓝=冰易伤);覆盖地面改变地形效果,泼洒特效;液体声,Debuff;Combo;Color,Low,Low,,,,
1108,Original,橡皮擦 (Eraser),Defense,近距离擦除;消除敌人的子弹和召唤物;对敌人造成真实伤害,白色的擦除轨迹;摩擦声,Defense;Melee;Utility,Med,Med,,,,
1109,Original,订书机 (Stapler),Pin,射速极快;有几率将敌人“钉”在墙上或地上(定身);伤害低,订书针;咔嚓声,Control;FireRate;Pin,Low,Low,,,,
1110,Original,胶带 (Duct Tape),Heal,射击友军/自己回复护盾;射击敌人造成减速和束缚;万能的胶带,银色胶带条;撕拉声,Support;Control;Meme,Med,Low,,,,
1111,Original,微波炉 (Microwave),Beam,近距离锥形辐射;无视觉弹道;持续加热敌人直至爆炸(内部煮熟);无视护盾,空气扭曲;嗡嗡声,Piercing;DoT;Heat,Med,Low,,,,
1112,Original,冰箱 (Fridge),Physics,抛射一台冰箱;极重;击退并冻结砸中的敌人;可作为掩体,冰箱模型;沉重撞击声,Physics;Control;Ice,High,Low,,,,
1113,Original,吸尘器 (Vacuum),Control,持续吸气;将锥形范围内敌人拉向自己;松开键喷出灰尘造成致盲,气流特效;吸尘器声,Control;Position;Wind,Low,Low,,,,
1114,Original,吹风机 (Hair Dryer),Control,持续吹气;推开敌人;反射轻型子弹;加速友方子弹,气流特效;风声,Control;Defense;Wind,Low,Low,,,,
1115,Original,聚光灯 (Spotlight),Debuff,召唤一道聚光灯跟随鼠标;灯光下的敌人受到的暴击率提高100%;无伤害,明亮的光柱,Support;Debuff;Light,None,Low,,,,
1116,Original,迪斯科激光 (Disco Laser),Random,向四周发射旋转的随机颜色激光;每种颜色对应不同效果;自带BGM,五彩斑斓的激光;舞曲,AOE;Random;Party,High,Low,,,,
1117,Original,麦克风 (Microphone),AOE,近距离声波吼叫;击退敌人;蓄力可发出高频尖叫震碎护盾,声波纹路;刺耳啸叫,Control;ShieldBreak;Audio,Med,Low,,,,
1118,Original,只有一发 (The One),Gimmick,发射一枚极高伤害的子弹;子弹落地后必须捡回才能再次发射;否则无法攻击,巨大的金色子弹,High_Risk;Burst;Reload,None,Med,,,,
1119,Abstract,爱 (Love),Heal,"发射心形波纹;治疗友军;对敌人造成""魅惑""效果(停止攻击3秒);无法造成伤害。",粉色爱心,Support;Pacifist;Love,Med,Low,,,,
1120,Abstract,恨 (Hate),Debuff,自动锁定攻击你的敌人;伤害随敌人对你造成的伤害累计而增加;复仇之火。,黑色火焰,Revenge;Auto;Hate,High,Med,,,,
1121,Abstract,恐惧 (Fear),Control,发射尖叫骷髅;击中敌人后使其向反方向逃跑;对机械敌人无效。,骷髅头,Control;Fear,Low,Low,,,,
1122,Abstract,贪婪 (Greed),Economy,攻击不造成伤害但偷取金币;对Boss偷取材料;如果敌人没钱则造成巨额真实伤害。,金色手掌,Farming;Economy,Low,Low,,,,
1123,Physics,时间回溯弹 (Time Reversal),Time,子弹击中位置会回溯到3秒前的状态(敌人位置/血量);用于撤销误操作。,时钟倒转,Utility;Time,High,High,,,,
1124,Physics,非欧几何 (Non-Euclidean),Space,子弹沿克莱因瓶路径飞行(从左屏出从右屏入);最终击中自己(如果有友伤)或背后的敌人。,扭曲空间,Trick;Space,High,High,,,,
1125,Physics,波函数 (Wave Function),Quantum,子弹呈现云雾状;在被观测(准星对准)前伤害不确定;观测后塌缩为极高或极低伤害。,量子云,RNG;Quantum,Med,High,,,,
1126,Physics,反物质 (Antimatter),Annihilation,与任何物质接触瞬间湮灭;造成极小范围但极大伤害的爆炸;无视护盾/无敌。,黑白闪烁,Burst;Sniper,Very_High,Med,,,,
1127,Physics,快子 (Tachyon),Time,子弹在发射前就已经命中(击中反馈先于开火动画);真正的瞬时伤害。,逆行光束,Hitscan;Time,High,High,,,,
1128,Meta,鼠标指针 (Cursor),Meta,"发射一个巨大的鼠标指针;点击敌人;造成""物理点击""伤害;可拖拽敌人。",白色箭头,Meme;Control,Low,Low,,,,
1129,Meta,错误弹窗 (Error Msg),Meta,发射Windows错误弹窗;具有物理体积;可推开敌人或挡子弹;弹窗会越来越多。,弹窗层叠,Defense;Meme,Med,Med,,,,
1130,Meta,加载圈 (Buffering),Meta,发射旋转的加载圈;击中敌人使其动作卡顿(模拟网络延迟);持续5秒。,转圈圈,Control;Slow,Low,Low,,,,
1131,Meta,源代码 (Source Code),Meta,发射绿色的0和1矩阵流;击中敌人有几率将其重置为初始状态(满血/无仇恨)。,黑客帝国代码,Utility;Reset,High,High,,,,
1132,Meta,删除键 (Backspace),Meta,"近距离扇形消除;将敌人的弹幕字符逐个删除;对敌人造成""字符丢失""伤害。",键盘按键,Defense;Melee,Med,Low,,,,
1133,Bio,活体枪 (Living Gun),Bio,枪是一个生物;它会尖叫;子弹是它的牙齿;随时间自动回弹(牙齿再生)。,肉块枪,Sustain;Bio,None,Med,,,,
1134,Bio,病毒注射 (Virus Inject),Bio,击中敌人注入病毒;病毒会潜伏3秒;然后爆发造成伤害并传染给周围敌人。,绿色针管,DoT;Spread,Med,Med,,,,
1135,Bio,寄生虫 (Parasite),Bio,发射寄生虫控制小型敌人;使其为你而战;寄生虫会持续扣除宿主血量。,蠕虫,Summon;Control,High,High,,,,
1136,Bio,孢子云 (Spore Cloud),Bio,喷射大范围孢子迷雾;遮挡视线;在迷雾中敌人持续掉血;玩家持续回血。,黄色烟雾,Field;Support,Med,Med,,,,
1137,Bio,进化弹 (Evolution),Bio,"子弹在飞行过程中会""长大"";从小蝌蚪变成巨兽;距离越远伤害越高体积越大。",生物形态变化,Sniper;Grow,High,Med,,,,
1138,Cosmic,微型恒星 (Mini Star),Cosmic,发射一颗缓慢飞行的恒星;持续灼烧周围敌人;最后超新星爆发。,发光球体,AOE;DoT,Very_High,High,,,,
1139,Cosmic,黑洞吞噬 (Black Hole),Cosmic,发射黑洞;吸入敌人的子弹并转化为能量;再次开火释放吸收的能量束。,引力透镜,Defense;Counter,High,High,,,,
1140,Cosmic,流星雨 (Meteor Shower),Cosmic,召唤天基陨石打击;无视天花板;对全屏随机位置造成伤害。,陨石坠落,AOE;Random,High,Low,,,,
1141,Cosmic,暗物质 (Dark Matter),Cosmic,发射看不见的子弹(只有扭曲效果);无视物理护盾;直接攻击本体。,空间扭曲,Piercing;Stealth,Med,High,,,,
1142,Cosmic,星云锁链 (Nebula Chain),Cosmic,发射星云锁链连接多个敌人;伤害在连接的敌人间共享;并限制移动距离。,星光锁链,Control;AOE,Med,Med,,,,
1143,Element,液氮喷射 (Liquid Nitrogen),Ice,持续喷射液氮;冻结敌人和地面;在冰面上敌人会滑倒(丧失控制)。,白色寒气,Control;Ice,Med,Low,,,,
1144,Element,等离子电浆 (Plasma),Energy,发射高温电浆团;击中后残留一滩电浆;持续造成伤害并融化护甲。,紫色粘液,DoT;ArmorBreak,High,Med,,,,
1145,Element,风暴之锤 (Storm Hammer),Lightning,近战重击;召唤一道落雷打击面前区域;造成麻痹效果。,雷神之锤,Melee;Stun,Med,Low,,,,
1146,Element,岩浆波 (Magma Wave),Fire,地面震击;产生向前方扩散的岩浆裂缝;喷发火柱。,地裂火光,AOE;Ground,High,Med,,,,
1147,Element,水龙卷 (Water Spout),Water,发射一道水龙卷;卷起路径上的敌人(强制位移)并造成窒息伤害。,水流特效,Control;Displace,Med,Med,,,,
1148,Weapon,手里剑 (Shuriken),Ninja,发射三枚手里剑;呈扇形;击中墙壁会反弹;极其锋利(高流血伤害)。,旋转飞镖,Bleed;Ricochet,Low,Low,,,,
1149,Weapon,加特林 (Minigun),Heavy,极高射速;需要预热;开火时移动速度降低80%;弹幕如雨。,枪口风暴,DPS;Suppress,High,Low,,,,
1150,Weapon,狙击弩 (Crossbow),Sniper,蓄力发射一支强力弩箭;无声(不惊动远处敌人);可回收弩箭重置冷却。,箭矢飞行,Stealth;Sniper,Med,Med,,,,
1151,Weapon,电锯 (Chainsaw),Melee,持续近战切割;极高频伤害;但这把枪真的很吵(吸引仇恨)。,火花飞溅,Melee;High_DPS,Med,Low,,,,
1152,Weapon,大炮 (Cannon),Siege,发射巨大的实心铁球;击穿一排敌人;动能极大(击退Boss)。,黑色铁球,Knockback;Pierce,High,Low,,,,
1153,Toy,水枪 (Water Gun),Toy,发射毫无伤害的水柱;但能推开敌人;并使其湿润(导电/易冻)。,水流,Control;Combo,None,Low,,,,
1154,Toy,弹弓 (Slingshot),Toy,"发射石子;伤害极低;但有几率发射""爆裂弹丸""(高伤)。",石子,RNG;Starter,None,Low,,,,
1155,Toy,泡泡机 (Bubble Blower),Toy,发射大量泡泡;阻挡敌人视线;敌人碰到泡泡会被包裹浮空。,彩虹泡泡,Control;Float,Low,Low,,,,
1156,Toy,指尖陀螺 (Fidget Spinner),Toy,发射旋转的陀螺;在敌人间弹射;造成多段物理打击。,旋转残影,Ricochet;Multi,Low,Low,,,,
1157,Toy,乐高积木 (Lego Brick),Toy,在地上撒乐高;敌人踩上去会受到9999点痛觉伤害(减速+眩晕)。,彩色积木,Trap;Meme,Med,Low,,,,
1158,Music,音波炮 (Bass Cannon),Music,随BGM节奏发射低音炮;震退敌人;音量越大伤害越高。,声波纹路,Knockback;Rhythm,Med,Med,,,,
1159,Music,吉他斧 (Guitar Axe),Music,"近战挥砍;发出电吉他失真音效;蓄力可发出""强力和弦""冲击波。",音符特效,Melee;AOE,Med,Med,,,,
1160,Music,麦克风 (Mic Whip),Music,甩动麦克风连线进行中距离攻击;有几率缠绕敌人。,黑色线缆,Mid_Range;Control,Low,Med,,,,
1161,Food,汉堡发射器 (Burger Shot),Food,发射层层叠叠的汉堡;每一层造成一次伤害(面包/肉/菜);击中回血?,汉堡模型,Multi_Hit;Heal,Med,Low,,,,
1162,Food,可乐喷泉 (Soda Stream),Food,摇晃后喷射高压可乐柱;极强击退力;留下粘稠地面(减速)。,褐色水柱,Control;Knockback,Low,Low,,,,
1163,Food,披萨飞盘 (Pizza Disc),Food,发射旋转披萨;边缘锋利;可切割敌人;由于是食物会被怪物优先攻击。,披萨,Melee;Taunt,Med,Low,,,,
1164,Office,订书机 (Stapler),Office,"双发速射;有几率将敌人""订""在墙上或地上(定身);弹药无限。",订书针,Control;Pin,Low,Low,,,,
1165,Office,回形针 (Paperclip),Office,发射弯曲的回形针;会像钩子一样钩住敌人装备(降低攻击力)。,银色金属,Debuff;Disarm,Low,Low,,,,
1166,Office,修正带 (White Out),Office,"涂抹地面;制造白色""虚无""区域;敌人踏入会掉下去(即死);玩家踏入安全。",白色条带,Trap;Environment,High,High,,,,
1167,Office,打印机 (Printer),Office,发射A4纸;纸张锋利如刀;射速极快但纸张会乱飞(散布大)。,纸张纷飞,High_Freq;Spread,Med,Low,,,,
1168,Office,印章 (Stamp),Office,"近战盖章;在敌人脑门盖上""REJECTED""(驳回);造成巨额精神伤害(真实伤害)。",红色印记,Melee;True_Dmg,Med,Low,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
========== ULTIMATE INTEGRATED PRISM LIBRARY (100+ DESIGNS) ==========,,,,,,,,,,,,
ID,InternalName,DisplayName,SlotSize,AddHeat,LogicType,TargetStat,Operation,Param_1,Param_2,Description,Design_Note,
2001,Prism_Frac_Split,分形棱镜·双生,1,5,SpawnModifier,None,None,2,15,增加2颗子弹,散射角15度。,
2002,Prism_Rheo_Speed,流变棱镜·极速,1,2,StatModifier,Speed,Multiply,1.5,0,提升50%的子弹飞行速度。,,
2003,Prism_Rheo_Giant,流变棱镜·巨像,1,10,StatModifier,Size,Multiply,2,0,子弹体积变为2倍,伤害增加（需代码配合）。,
2004,Prism_Tint_Frost,晕染棱镜·霜冻,1,4,BehaviorModifier,None,None,0,0,给子弹附加减速效果脚本。,,
2005,Prism_Frac_Barrage,分形棱镜·弹幕,2,15,SpawnModifier,None,None,5,30,强力分裂,增加5颗子弹,占用热量极高。
2006,Prism_Rheo_RapidFire,流变棱镜·连射,1,3,StatModifier,FireRate,Multiply,1.3,0,射速提升30%,最直觉的强化体验。,
2007,Prism_Rheo_HeavyRound,流变棱镜·重弹,1,4,StatModifier,Damage,Multiply,1.5,0,伤害提升50%,与连射形成trade-off选择。,
2008,Prism_Rheo_Longshot,流变棱镜·远射,1,2,StatModifier,Lifetime,Multiply,1.8,0,射程提升80%(延长存活时间),鼓励安全打法。,
2009,Prism_Frac_Burst,分形棱镜·三连发,1,6,SpawnModifier,None,None,3,5,三连发(散射角仅5度),接近直线的精准连射。,
2010,Prism_Rheo_Knockback,流变棱镜·冲击,1,3,StatModifier,Knockback,Multiply,2.5,0,击退力提升150%,搭配散弹枪可近身推人。,
2011,Prism_Rheo_LightLoad,流变棱镜·轻载,1,-3,StatModifier,HeatCost,Multiply,0.7,0,热量消耗降低30%,新手友好的热量管理辅助。,
2012,Prism_Tint_Burn,晕染棱镜·灼烧,1,5,BehaviorModifier,None,None,3,2,命中后点燃目标,每秒2点伤害持续3秒。,
2013,Prism_Rheo_Bounce,流变棱镜·反弹,1,4,BehaviorModifier,None,None,3,0,子弹碰墙反弹3次,狭窄走廊中封锁通道。,
2014,Prism_Frac_Volley,分形棱镜·齐射,1,8,SpawnModifier,None,None,2,0,同方向发射2颗重叠子弹(散射角0),纯粹翻倍伤害。,
2015,Prism_Rheo_Decelerate,流变棱镜·减速弹,1,1,StatModifier,ProjectileSpeed,Multiply,0.5,0,子弹飞行速度减半,慢子弹覆盖更大区域。,
2016,Prism_Rheo_MicroShot,流变棱镜·微缩,1,-2,StatModifier,ProjectileSize,Multiply,0.5,0,子弹缩小50%但减少热量,精准玩家的奖励。,
2017,Prism_Tint_Weaken,晕染棱镜·腐蚀,1,6,BehaviorModifier,None,None,5,15,命中后降低敌人15%防御持续5秒。,,
2018,Prism_Rheo_Sine,流变棱镜·蛇行,1,3,BehaviorModifier,None,None,2,1,子弹沿正弦波轨迹飞行;参数1为频率;参数2为振幅。,让直线武器具备绕过盾牌的能力,
2019,Prism_Rheo_Accel,流变棱镜·推进,1,2,BehaviorModifier,None,None,10,30,子弹初速低但持续加速;参数1为加速度;参数2为最大速度。,适合狙击流;营造“火箭助推”感,
2020,Prism_Rheo_Decel,流变棱镜·滞留,1,2,BehaviorModifier,None,None,-5,0,子弹快速减速直至悬停;变成空雷;适合布阵。,配合“持续伤害”星核有奇效,
2021,Prism_Rheo_Boomerang,流变棱镜·回旋,1,5,BehaviorModifier,None,None,1,0,子弹飞出一段距离后飞回玩家;接住时返还部分热量。,高风险高技巧;类魂游戏的经典机制,
2022,Prism_Rheo_Orbit,流变棱镜·卫星,2,8,BehaviorModifier,None,None,3,90,子弹不再飞出;而是环绕飞船旋转;参数1为半径;参数2为角速度。,将远程武器转化为近战光环,
2023,Prism_Rheo_Pierce,流变棱镜·穿透,2,10,StatModifier,PierceCount,Add,99,0,子弹获得无限穿透能力;但伤害随穿透次数衰减。,对群怪的神器;割草体验核心,
2024,Prism_Rheo_HomingWeak,流变棱镜·制导,1,6,BehaviorModifier,None,None,45,0,弱追踪;子弹在前方45度锥角内自动转向敌人。,降低瞄准门槛;手柄玩家福音,
2025,Prism_Rheo_HomingStrong,流变棱镜·死咬,2,15,BehaviorModifier,None,None,360,0,强追踪;子弹可360度掉头追击敌人;热量消耗极大。,配合“高射炮”实现导弹雨,
2026,Prism_Rheo_Phase,流变棱镜·相位,2,12,BehaviorModifier,None,None,1,0,子弹可以穿透墙壁(地形);无法穿透敌人。,专门解决躲在掩体后的敌人,
2027,Prism_Frac_Rear,分形棱镜·背刺,1,4,SpawnModifier,None,None,1,180,向准星反方向额外发射1颗子弹。,防身用;适合在被包围时突围,
2028,Prism_Frac_Side,分形棱镜·侧翼,1,6,SpawnModifier,None,None,2,90,向左右两侧(90度)各发射1颗子弹。,类似《魂斗罗》S弹的侧向覆盖,
2029,Prism_Frac_OrbitSpawn,分形棱镜·环形,3,25,SpawnModifier,None,None,8,360,向四周360度同时发射8颗子弹;清屏专用。,瞬间爆发;极易过热,
2030,Prism_Frac_Chain,分形棱镜·连锁,2,12,BehaviorModifier,None,None,3,8,命中敌人后弹射向附近的敌人;参数1次数;参数2范围。,闪电链逻辑;清理杂兵群,
2031,Prism_Frac_Cluster,分形棱镜·集束,2,10,BehaviorModifier,None,None,3,0.5,子弹销毁/命中时分裂出3个微型子弹;造成30%伤害。,二次爆炸带来的爽感,
2032,Prism_Frac_Trail,分形棱镜·尾迹,1,5,BehaviorModifier,None,None,0.2,10,子弹飞行路径上留下伤害区域(毒雾/火径);持续时间短。,封锁走位;适合“画线”玩法,
2033,Prism_Frac_Delay,分形棱镜·残响,1,0,SpawnModifier,None,None,1,0.2,不消耗额外热量;但在0.2秒后重复一次发射(伤害50%)。,增加攻击频率;模拟回声,
2034,Prism_Tint_Shock,晕染棱镜·感电,1,6,BehaviorModifier,None,None,0.5,3,命中造成微量僵直(Stun);并有概率传导给附近单位。,控制类;打断敌人攻击前摇,
2035,Prism_Tint_Vampire,晕染棱镜·汲取,3,20,BehaviorModifier,None,None,0.02,0,造成伤害的2%转化为飞船生命值;极大降低伤害。,极为珍贵的续航词条;数值必须保守,
2036,Prism_Tint_Mark,晕染棱镜·标记,1,3,BehaviorModifier,None,None,1.2,5,命中标记敌人;该敌人受到的后续伤害x1.2;持续5秒。,辅助位;适合攻速快的武器叠状态,
2037,Prism_Tint_Knock,晕染棱镜·重锤,1,5,StatModifier,Knockback,Multiply,4,0,极大的击退力;甚至能将敌人撞在墙上造成二次伤害。,物理流派核心;配合地形杀,
2038,Prism_Tint_Execute,晕染棱镜·处决,2,8,BehaviorModifier,None,None,0.15,0,直接秒杀生命值低于15%的非Boss敌人。,爽快感来源;减少残血怪干扰,
2039,Prism_Entropy_Crit,熵增棱镜·致命,1,5,StatModifier,CritChance,Add,0.2,2,增加20%暴击率;暴击造成200%伤害。,朴实无华的DPS提升,
2040,Prism_Entropy_Gamble,熵增棱镜·赌徒,1,-5,StatModifier,Damage,Random,0.1,3,伤害在10%到300%之间随机波动;减少热量消耗。,Roguelike的随机乐趣,
2041,Prism_Entropy_Wild,熵增棱镜·狂乱,1,-2,StatModifier,Spread,Add,30,0,大幅增加伤害;但散布角度增加30度(极不准)。,适合贴脸喷子流,
2042,Prism_Entropy_Glass,熵增棱镜·玻璃,2,0,StatModifier,Damage,Multiply,3,0,伤害x3;但每次开火消耗飞船1%当前生命值。,极限速通流派;高风险,
2043,Prism_Entropy_Rich,熵增棱镜·贪婪,1,5,BehaviorModifier,None,None,1,0,击杀敌人掉落的金币翻倍;但子弹伤害降低20%。,Farm阶段专用,
2044,Prism_Void_Gravity,虚空棱镜·黑洞,3,30,BehaviorModifier,None,None,5,10,子弹命中点生成持续2秒的引力场;吸附周围敌人。,聚怪神器;战术核心,
2045,Prism_Void_Time,虚空棱镜·停滞,3,25,BehaviorModifier,None,None,0.1,2,命中使敌人时间流速变慢90%;持续2秒;对Boss效果减半。,强大的控制;“子弹时间”效果,
2046,Prism_Void_Ghost,虚空棱镜·幽灵,1,4,StatModifier,Opacity,Multiply,0.2,0,子弹几乎不可见;敌人不会尝试躲避该子弹(AI判定)。,PVE中降低敌人闪避欲望,
2047,Prism_Void_Quantum,虚空棱镜·量子,2,10,BehaviorModifier,None,None,100,0,子弹如果未命中;有50%几率瞬间传送回炮口重新发射。,弹药(热量)回收机制,
2048,Prism_Void_Size,虚空棱镜·坍缩,1,5,StatModifier,Size,Multiply,0.1,0,子弹体积变为10%;但伤害密度提升(穿透护盾)。,专门针对带盾兵种,
2049,Prism_Tech_Remote,战术棱镜·遥控,2,8,BehaviorModifier,None,None,0,0,子弹发射后悬停;松开开火键时所有子弹同时射向准星。,《鬼泣》路西法风格;延迟爆发,
2050,Prism_Tech_ShieldBreak,战术棱镜·破盾,1,5,BehaviorModifier,None,None,3,0,对护盾造成300%伤害;对肉体伤害减半。,针对性配装,
2051,Prism_Tech_Bouncing,战术棱镜·台球,1,4,BehaviorModifier,None,None,5,0,子弹在敌人之间反弹(不是穿透);每次反弹伤害+10%。,适合怪群密集的场景,
2052,Prism_Tech_Data,战术棱镜·解析,1,2,BehaviorModifier,None,None,0,0,命中敌人显示其血条和弱点信息;并增加图鉴解锁进度。,开荒期必备功能性棱镜,
2053,Prism_Rheo_ZigZag,流变棱镜·折线,1,3,BehaviorModifier,None,None,1,60,子弹以60度锐角Z字形折返前进;难以预测轨迹。,让敌人难以通过简单的横移躲避,
2054,Prism_Rheo_Corkscrew,流变棱镜·螺旋,1,4,BehaviorModifier,None,None,2,5,子弹沿螺旋线向前钻进;增加判定宽度。,虽然是单发子弹，但能打出圆柱形的伤害判定区,
2055,Prism_Rheo_Wiggle,流变棱镜·抖动,1,1,BehaviorModifier,None,None,0.5,10,子弹飞行时随机微颤;轻微增加判定范围。,增加命中率的廉价方案,
2056,Prism_Rheo_GravityHigh,流变棱镜·重力,1,2,BehaviorModifier,None,None,20,0,子弹受到强烈重力下坠;变成抛物线投掷物;伤害随下落高度增加。,把激光枪变成迫击炮,
2057,Prism_Rheo_GravityReverse,流变棱镜·反重力,1,3,BehaviorModifier,None,None,-15,0,子弹向上飘起;适合攻击位于高处的敌人或通过天花板反射。,针对特定地形的对策卡,
2058,Prism_Rheo_StopGo,流变棱镜·红绿灯,1,4,BehaviorModifier,None,None,0.5,0.5,子弹走走停停;停下时造成接触伤害。,在空中布下一道“虚断续续”的防线,
2059,Prism_Rheo_Blink,流变棱镜·闪现,2,8,BehaviorModifier,None,None,3,0,子弹每飞行1米瞬移一次;瞬移期间无视碰撞(穿墙)。,真正的“隔山打牛”,
2060,Prism_Rheo_Expand,流变棱镜·膨胀,1,5,StatModifier,Size,Multiply,1.05,0,子弹飞行过程中体积不断变大;最大3倍。,视觉效果极佳;距离越远判定越大,
2061,Prism_Rheo_Shrink,流变棱镜·凝缩,1,2,StatModifier,Size,Multiply,0.9,0,子弹飞行中体积变小;但伤害随距离增加。,奖励远距离狙击的高精度操作,
2062,Prism_Rheo_Drunken,流变棱镜·醉酒,1,0,BehaviorModifier,None,None,2,0,子弹随机游荡;热量消耗为0。,纯娱乐性质;或者配合“自动追踪”使用,
2063,Prism_Frac_Matryoshka,分形棱镜·套娃,2,12,SpawnModifier,None,None,1,0.5,子弹销毁时生成1个体积减半、伤害减半的相同子弹。,让一次攻击产生两次判定,
2064,Prism_Frac_Binary,分形棱镜·二叉树,3,20,SpawnModifier,None,None,2,30,子弹飞行中途分裂成2个;分裂后的子弹还会再分裂一次(共3代)。,指数级弹幕覆盖;显卡杀手,
2065,Prism_Frac_Fountain,分形棱镜·喷泉,2,10,SpawnModifier,None,None,4,15,向头顶上方发射4枚子弹;受重力落下打击前方。,攻城模式;越过前方盾牌打击后排,
2066,Prism_Frac_Cross,分形棱镜·十字,1,8,SpawnModifier,None,None,4,90,命中敌人时向上下左右四个正方向炸裂出4枚破片。,几何学打击;适合狭窄走廊,
2067,Prism_Frac_MineLayer,分形棱镜·布雷,1,5,BehaviorModifier,None,None,0,0,子弹初速为0(原地生成);持续时间延长3倍。,配合“后撤步”使用;风筝流核心,
2068,Prism_Frac_Stream,分形棱镜·激流,2,6,StatModifier,FireRate,Multiply,3,0,射速x3;伤害x0.25;散布极小。,将单发武器强制转为高频射线,
2069,Prism_Frac_Charge,分形棱镜·聚能,2,15,StatModifier,FireRate,Multiply,0.2,0,射速降低80%;伤害x6;体积x3。,将机枪强制转为蓄力炮,
2070,Prism_Frac_Turret,分形棱镜·炮台,3,30,BehaviorModifier,None,None,5,0,子弹落地后变成一个持续5秒的自动炮台;继承原武器属性。,召唤流的核心;把FPS玩成塔防,
2071,Prism_Frac_Shadow,分形棱镜·残影,2,10,SpawnModifier,None,None,1,0,在飞船前一秒的位置额外发射一次。,增加弹幕密度;让走位本身具有攻击性,
2072,Prism_Frac_XShape,分形棱镜·交叉,1,5,SpawnModifier,None,None,2,45,发射呈X型交叉的两枚子弹;交汇点伤害叠加。,寻找那个“甜点距离”(Sweet Spot),
2073,Prism_Tint_Oil,晕染棱镜·焦油,1,4,BehaviorModifier,None,None,5,0,命中施加“易燃”状态;被火焰攻击时爆炸。,元素反应的起手式,
2074,Prism_Tint_Fragile,晕染棱镜·易碎,1,6,BehaviorModifier,None,None,0.3,3,命中使敌人受到物理伤害增加30%;持续3秒。,物理流派的增伤组件,
2075,Prism_Tint_Confuse,晕染棱镜·混乱,2,8,BehaviorModifier,None,None,2,0,命中使敌人移动方向反转;无法瞄准玩家。,软控制;对冲脸怪有奇效,
2076,Prism_Tint_Fear,晕染棱镜·恐惧,2,10,BehaviorModifier,None,None,1,0,命中使非精英敌人强制逃跑1秒。,保命神技;打断施法,
2077,Prism_Tint_Root,晕染棱镜·缠绕,1,6,BehaviorModifier,None,None,0.5,0,命中使敌人无法移动(但可攻击);持续0.5秒。,放风筝专用,
2078,Prism_Tint_Silence,晕染棱镜·沉默,2,12,BehaviorModifier,None,None,2,0,命中封印敌人的技能/射击;只能移动;持续2秒。,高阶战术控制;针对法师怪,
2079,Prism_Tint_Virus,晕染棱镜·病毒,2,15,BehaviorModifier,None,None,5,0,命中感染病毒;死亡时爆炸并将病毒传染给附近敌人。,清杂兵效率极高;瘟疫传播,
2080,Prism_Tint_Paint,晕染棱镜·荧光,1,1,BehaviorModifier,None,None,60,0,命中使敌人高亮显示(透视墙壁)60秒;且无法隐身。,针对隐形怪和暗关,
2081,Prism_Tint_Web,晕染棱镜·蛛网,1,5,BehaviorModifier,None,None,0.5,3,子弹在飞行路径上留下减速蛛网;持续3秒。,阵地战;封锁区域,
2082,Prism_Tint_Holy,晕染棱镜·净化,1,8,StatModifier,Damage,Multiply,2,0,对“虚空/亡灵”类敌人造成双倍伤害;对机械减半。,种族歧视型配装,
2083,Prism_Entropy_HeatPower,熵增棱镜·红热,1,5,StatModifier,Damage,Curve,0,0,当前热量越高伤害越高;满热量时伤害+100%。,控温流;强迫玩家保持在过热边缘,
2084,Prism_Entropy_Coolant,熵增棱镜·液氮,1,-10,StatModifier,Damage,Multiply,0.6,0,热量消耗大幅降低;但伤害降低40%。,新手逃课用;无限开火,
2085,Prism_Entropy_Recoil,熵增棱镜·喷射,1,5,StatModifier,Recoil,Multiply,5,0,极大的后坐力;开枪相当于一次反向冲刺。,把枪当引擎用;《Downwell》式玩法,
2086,Prism_Entropy_Blind,熵增棱镜·盲射,2,0,StatModifier,Spread,Add,15,0,伤害提升50%;但完全移除瞄准线和准星UI。,考验玩家的屏幕中心感,
2087,Prism_Entropy_Pain,熵增棱镜·苦痛,1,0,StatModifier,FireRate,Multiply,2,0,射速翻倍;但每次射击扣除1点生命值。,配合吸血棱镜可形成永动,
2088,Prism_Entropy_Jam,熵增棱镜·卡壳,1,-5,StatModifier,Damage,Multiply,2,0,伤害翻倍;但有5%几率武器卡壳(冷却2秒)。,赌狗流;关键时刻掉链子,
2089,Prism_Entropy_Shake,熵增棱镜·震荡,1,2,BehaviorModifier,None,None,1,0,开火产生剧烈屏幕震动;震动期间有20%闪避率。,用视觉干扰换取生存率,
2090,Prism_Entropy_SizeRNG,熵增棱镜·不稳定,1,2,StatModifier,Size,Random,0.5,2.5,子弹大小在0.5倍到2.5倍之间随机变化。,娱乐效果;偶尔出现巨大的毁灭打击,
2091,Prism_Entropy_Rainbow,熵增棱镜·虹光,2,8,BehaviorModifier,None,None,0,0,每次射击随机附加一种元素效果(火/冰/电/毒)。,全能但不可控,
2092,Prism_Entropy_ShrinkShip,熵增棱镜·微缩,1,5,StatModifier,Hitbox,Multiply,0.5,0,射击时飞船受击判定缩小一半;但受到的击退增加。,增加操作容错率,
2093,Prism_Tech_Eater,战术棱镜·吞噬,2,10,BehaviorModifier,None,None,0,0,子弹可以销毁敌人的子弹(拼刀);双方同时消失。,攻防一体;正面对决,
